"","","","","","","","","","","","","","","","","",""
"","","","","","","كل الحجوزات","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"#","رقم الحجز","تاريخ الحجز","عميل","الهاتف","البريد الإلكتروني","نوع الغرفة","تاريخ الوصول / التسجيل","إجمالي الغرف","إجمالي الأيام","المجموع الفرعي( SAR)","الضريبة( SAR)","خصم( SAR)","المبلغ الإجمالي( SAR)","طريقة الدفع","حالة الدفع","حالة الحجز","العنوان"
"1","RNS071232M4W","24-01-2024","مستخدم زائر","839766","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","25-01-2024 to 25-01-2024","1","1","406.00","60.90","0.00","466.90","Cash On","Completed","Approved","mmmmmm"
"2","64T071231GSN","24-01-2024","مستخدم زائر","839766","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","26-01-2024 to 29-01-2024","3","4","4,872.00","730.80","0.00","5,602.80","Cash On","Completed","Approved","mmmmmm"
"3","2AX071231WOA","24-01-2024","مستخدم زائر","839766","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","25-01-2024 to 25-01-2024","1","1","406.00","60.90","0.00","466.90","Cash On","Pending","Pending","mmmmmm"
"4","FIP0703325SK","24-01-2024","مستخدم زائر","kjkjhgj","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","27-12-2023 to 31-12-2023","1","5","2,030.00","304.50","0.00","2,334.50","Cash On","Pending","Pending","xxxxxxxxxxxxxxxx111111"
"5","M6F080837DCA","23-01-2024","rana","0123456789","admin@themeposh.xyz","جناح صغير","23-01-2024 to 25-01-2024","1","3","1,500.00","225.00","1,500.00","1,725.00","Bank Transfer","Pending","Pending","56 King Street, New York"
"6","76E080116TT6","22-01-2024","Admin","0123456789","admin@themeposh.xyz","جناح عائلي","24-01-2024 to 25-01-2024","1","2","3,000.00","450.00","0.00","3,450.00","Bank Transfer","Pending","Pending","56 King Street, New York"
"7","RKR061920GK2","21-01-2024","مستخدم زائر","0123456789","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","23-01-2024 to 24-01-2024","1","2","812.00","121.80","0.00","933.80","Bank Transfer","Pending","Pending","mmmm"
"8","QBN1231508TB","21-01-2024","Admin","0123456789","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","23-01-2024 to 24-01-2024","2","2","1,624.00","243.60","0.00","1,867.60","Bank Transfer","Pending","Pending","56 King Street, New York"
"9","7UO112753UGL","21-01-2024","Receptionist","0123456789","receptionist@themeposh.xyz","غرفة عادية بسرير كبير/توأم","22-01-2024 to 30-01-2024","1","9","3,654.00","548.10","0.00","4,202.10","Bank Transfer","Pending","Pending","58 King Street, New York"
"10","E1D1013070NC","21-01-2024","Admin","0123456789","admin@themeposh.xyz","جناح بانورامي","21-01-2024 to 22-01-2024","1","2","2,600.00","390.00","0.00","2,990.00","Bank Transfer","Pending","Pending","56 King Street, New York"
"11","XEA100736ZD8","21-01-2024","Admin","0123456789","admin@themeposh.xyz","جناح صغير","21-01-2024 to 22-01-2024","2","2","3,000.00","450.00","0.00","3,450.00","Bank Transfer","Completed","Approved","56 King Street, New York ss"
"12","5L0093151R42","21-01-2024","Receptionist","0123456789","receptionist@themeposh.xyz","جناح صغير","24-01-2024 to 31-01-2024","1","8","6,000.00","900.00","0.00","6,900.00","Bank Transfer","Pending","Pending","58 King Street, New York"
"13","LCY092838LZP","21-01-2024","tast","111111","tast@mmm.com","غرفة عادية بسرير كبير/توأم","24-01-2024 to 31-12-2023","1","25","10,150.00","1,522.50","0.00","11,672.50","Bank Transfer","Pending","Pending","lllllllllllllll"
"14","KT30912126LP","21-01-2024","Admin","0123456789","admin@themeposh.xyz","غرفة عادية بسرير كبير/توأم","23-01-2024 to 30-01-2024","1","8","3,248.00","487.20","0.00","3,735.20","Bank Transfer","Pending","Pending","56 King Street, New York"
"15","UHZ092239BVU","20-01-2024","Admin","0123456789","admin@themeposh.xyz","جناح صغير","20-01-2024 to 21-01-2024","2","2","3,000.00","450.00","0.00","3,450.00","Bank Transfer","Completed","Approved","56 King Street, New York"
"16","DYN013056Z2D","26-12-2023","مستخدم زائر","0123456789","receptionist@themeposh.xyz","جناح صغير","30-12-2023 to 30-12-2023","1","1","750.00","75.00","0.00","825.00","Cash On","Completed","Checked Out","receptionist123456"
"17","Z80105500ZLM","25-12-2023","مستخدم زائر","+1 (463) 932-3577","qipo@mailinator.com","جناح صغير","28-12-2023 to 30-12-2023","3","3","6,750.00","405.00","0.00","7,155.00","Cash On","Completed","Approved","Sed praesentium prae"
"18","K4Z1054396V3","21-12-2023","Receptionist","0123456789","receptionist@themeposh.xyz","جناح صغير","27-12-2023 to 30-12-2023","2","4","6,000.00","360.00","0.00","6,360.00","Bank Transfer","Completed","Checked Out","58 King Street, New York"
